Accident_Index,Date,Local_Authority_District,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Road_Type,Speed_Limit,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Urban_or_Rural_Area,Gender,Vehicle_Type,Holiday,School_Season,Festival_Season,Time_of_Day,Accident_Risk,City,State
ACC005655,12/17/2024 06:37:51 AM,Downtown Hub,Slight,2,1,Roundabout,30,Darkness - lights unlit,Fine no high winds,Frost or ice,Urban,Man,SUV,No,School Open,Non-Festival,Night,Medium,Bengaluru,Arunachal Pradesh
ACC005656,12/13/2022 03:23:54 AM,Downtown Hub,Slight,1,1,Dual carriageway,20,Darkness - lights lit,Fine no high winds,Dry,Rural,Woman,Bicycle,No,School Open,Festival,Night,High,Kolkata,Tripura
ACC005657,07/16/2021 04:37:22 AM,North Sector,Serious,3,1,Roundabout,50,Darkness - lights unlit,Snowing no high winds,Dry,Rural,Man,Truck,No,School Open,Non-Festival,Morning,Low,Shimla,Telangana
ACC005658,11-05-2023 13:49,South Division,Serious,3,2,Roundabout,30,Daylight,Fine no high winds,Dry,Urban,Man,Truck,No,School Vacation,Non-Festival,Morning,Low,Bengaluru,Assam
ACC005659,04/19/2020 04:07:36 PM,South Division,Fatal,3,3,Roundabout,60,Darkness - no lighting,Fine no high winds,Dry,Rural,Man,SUV,No,School Vacation,Non-Festival,Afternoon,Low,Mumbai,Haryana
ACC005660,07/30/2020 09:51:21 PM,West Metro,Slight,1,1,Slip road,30,Darkness - lights unlit,Fine no high winds,Dry,Urban,Man,Van,No,School Vacation,Festival,Night,High,Bengaluru,Kerala
ACC005661,12/17/2024 10:54:20 PM,Downtown Hub,Slight,2,1,Roundabout,20,Darkness - lights unlit,Fine no high winds,Wet or damp,Rural,Woman,Motorcycle,No,School Vacation,Festival,Morning,Medium,Jaipur,Andhra Pradesh
ACC005662,12/28/2023 09:02:15 AM,West Metro,Slight,3,1,Roundabout,30,Darkness - lights unlit,Fine + high winds,Dry,Rural,Man,Car,No,School Open,Non-Festival,Evening,Medium,Lucknow,Jharkhand
ACC005663,05/16/2023 10:51:49 PM,West Metro,Slight,3,1,Slip road,30,Daylight,Raining no high winds,Dry,Urban,Man,Motorcycle,No,School Open,Non-Festival,Evening,Medium,Pune,Punjab
ACC005664,11-05-2022 22:08,South Division,Slight,1,1,One way street,30,Darkness - no lighting,,Dry,Rural,Woman,SUV,No,School Vacation,Non-Festival,Evening,Medium,Kolkata,Assam
ACC005665,10-06-2022 08:23,Central Region,Slight,2,1,Dual carriageway,40,Darkness - lights lit,Raining no high winds,Dry,Rural,Man,SUV,No,School Open,Non-Festival,Morning,Low,Lucknow,Goa
ACC005666,10/30/2020 09:47:37 AM,East District,Slight,2,1,Slip road,40,Daylight,Raining no high winds,Dry,Urban,Man,Motorcycle,No,School Open,Non-Festival,Morning,Low,Bengaluru,Gujarat
ACC005667,10-07-2022 01:45,South Division,Slight,2,1,Slip road,40,Darkness - lights unlit,Fine no high winds,Flood over 3cm deep,Rural,Man,Auto Rickshaw,No,School Open,Festival,Afternoon,Medium,Shimla,Punjab
ACC005668,08-03-2022 08:59,North Sector,Serious,3,1,Dual carriageway,60,Darkness - lights unlit,Raining no high winds,Dry,Rural,Man,Bicycle,No,School Open,Non-Festival,Morning,Low,Pune,Tamil Nadu
ACC005669,09-11-2023 15:07,Central Region,Slight,1,1,Dual carriageway,30,Darkness - no lighting,Fine + high winds,Wet or damp,Rural,Woman,Truck,No,School Open,Festival,Morning,Medium,Chennai,Tripura
ACC005670,07-03-2022 08:39,North Sector,Slight,2,1,Dual carriageway,20,Darkness - no lighting,,Wet or damp,Urban,Woman,Auto Rickshaw,No,School Open,Non-Festival,Morning,Low,Delhi,Uttarakhand
ACC005671,10/23/2023 03:25:23 PM,South Division,Slight,1,1,Single carriageway,30,Darkness - lights lit,Raining no high winds,Dry,Rural,Man,Bus,No,School Open,Festival,Evening,High,Pune,Nagaland
ACC005672,07/30/2020 03:58:59 PM,South Division,Slight,2,1,Roundabout,30,Darkness - lights unlit,Fine + high winds,Dry,Urban,Woman,Truck,No,School Vacation,Festival,Afternoon,Medium,Jaipur,Karnataka
ACC005673,06-06-2024 09:22,East District,Serious,2,1,Dual carriageway,50,Daylight,Fine no high winds,Wet or damp,Rural,Man,Truck,No,School Vacation,Non-Festival,Afternoon,Low,Jaipur,Odisha
ACC005674,02/17/2023 09:13:13 PM,East District,Slight,1,2,One way street,40,Darkness - no lighting,Fine no high winds,Dry,Urban,Man,Bicycle,No,School Vacation,Non-Festival,Afternoon,Low,Bengaluru,Chhattisgarh
ACC005675,02/21/2023 07:22:48 PM,Central Region,Fatal,2,5,Slip road,40,Darkness - no lighting,Raining no high winds,Dry,Urban,Man,Bus,No,School Open,Festival,Morning,Medium,Mumbai,Odisha
ACC005676,08/24/2021 06:05:30 AM,West Metro,Serious,1,3,Roundabout,60,Darkness - lights lit,Fine no high winds,Dry,Urban,Man,Car,No,School Vacation,Non-Festival,Afternoon,Low,Jaipur,Karnataka
ACC005677,07-05-2023 22:37,East District,Slight,2,1,Single carriageway,40,Darkness - lights lit,Fine no high winds,Wet or damp,Urban,Man,Bus,Yes,School Vacation,Non-Festival,Morning,Medium,Jaipur,Telangana
ACC005678,09/30/2023 09:26:02 PM,West Metro,Slight,2,2,Slip road,40,Darkness - lights unlit,Raining no high winds,Wet or damp,Urban,Man,Car,No,School Open,Festival,Evening,High,Shimla,Kerala
ACC005679,06/29/2020 01:23:23 AM,Central Region,Serious,3,1,Single carriageway,30,Darkness - lights unlit,Fine no high winds,Dry,Urban,Woman,Van,No,School Vacation,Festival,Morning,Medium,Bengaluru,Jharkhand
ACC005680,12/20/2020 01:10:25 AM,Downtown Hub,Serious,2,1,Dual carriageway,40,Darkness - lights lit,Fine no high winds,Wet or damp,Rural,Man,Van,No,School Open,Non-Festival,Night,Medium,Pune,Haryana
ACC005681,05-12-2021 15:37,North Sector,Slight,1,1,Slip road,40,Darkness - no lighting,Fine no high winds,Wet or damp,Urban,Man,Bus,No,School Vacation,Non-Festival,Morning,Low,Mumbai,Telangana
ACC005682,09-03-2023 02:35,East District,Slight,2,1,Slip road,30,Daylight,Raining no high winds,Dry,Rural,Man,Motorcycle,No,School Open,Non-Festival,Night,Medium,Lucknow,West Bengal
ACC005683,05-01-2024 14:27,Downtown Hub,Serious,2,2,Single carriageway,40,Darkness - lights lit,Fine no high winds,Dry,Rural,Man,SUV,No,School Open,Non-Festival,Night,Medium,Delhi,West Bengal
ACC005684,11/15/2022 10:05:11 PM,East District,Slight,1,1,Roundabout,30,Darkness - no lighting,Snowing no high winds,Dry,Rural,Man,Bus,No,School Open,Non-Festival,Evening,Medium,Kolkata,Himachal Pradesh
ACC005685,10/31/2020 11:52:26 PM,East District,Serious,2,2,Slip road,50,Darkness - lights lit,Fine no high winds,Dry,Urban,Man,Auto Rickshaw,No,School Open,Non-Festival,Night,Medium,Chennai,Bihar
ACC005686,04-08-2024 15:38,Downtown Hub,Slight,2,1,Roundabout,40,Daylight,Fine no high winds,Dry,Rural,Woman,Auto Rickshaw,No,School Open,Non-Festival,Morning,Low,Jaipur,Chhattisgarh
ACC005687,06/27/2022 09:17:39 AM,East District,Slight,2,1,Single carriageway,40,Darkness - lights unlit,Raining no high winds,Dry,Rural,Man,Bicycle,No,School Vacation,Non-Festival,Morning,Low,Bengaluru,Rajasthan
ACC005688,02/25/2022 07:13:50 PM,Central Region,Fatal,3,3,Roundabout,50,Darkness - lights unlit,Fine no high winds,Dry,Rural,Man,SUV,No,School Vacation,Non-Festival,Afternoon,Low,Kolkata,Haryana
ACC005689,04-06-2022 09:41,Downtown Hub,Slight,1,1,One way street,20,Daylight,Fine + high winds,Dry,Rural,Man,SUV,Yes,School Vacation,Non-Festival,Morning,Medium,Chennai,Tamil Nadu
ACC005690,07-03-2021 18:24,Central Region,Slight,2,2,Single carriageway,40,Darkness - lights lit,Fine no high winds,Wet or damp,Urban,Man,Car,Yes,School Open,Festival,Afternoon,High,Chennai,Himachal Pradesh
ACC005691,03/26/2023 04:15:42 AM,South Division,Serious,3,2,One way street,40,Darkness - no lighting,Fine no high winds,Dry,Urban,Man,Truck,Yes,School Vacation,Non-Festival,Evening,Medium,Lucknow,Manipur
ACC005692,01/15/2021 01:14:29 AM,Central Region,Serious,2,1,One way street,50,Daylight,Fine no high winds,Dry,Urban,Woman,Bicycle,No,School Open,Non-Festival,Morning,Low,Lucknow,Manipur
ACC005693,11/20/2022 01:31:58 PM,South Division,Slight,1,1,One way street,40,Darkness - lights lit,Raining no high winds,Dry,Urban,Man,Auto Rickshaw,Yes,School Vacation,Non-Festival,Afternoon,Medium,Lucknow,Meghalaya
ACC005694,06/27/2021 10:20:37 AM,Downtown Hub,Slight,1,1,One way street,30,Darkness - no lighting,Raining no high winds,Dry,Rural,Man,Auto Rickshaw,No,School Open,Non-Festival,Morning,Low,Hyderabad,Maharashtra
ACC005695,08/17/2024 02:32:24 PM,South Division,Slight,2,1,Single carriageway,30,Darkness - lights lit,,Dry,Rural,Man,Van,No,School Open,Non-Festival,Evening,Medium,Hyderabad,Haryana
ACC005696,07/28/2023 11:30:41 PM,North Sector,Serious,2,2,One way street,50,Darkness - lights lit,Fine no high winds,Wet or damp,Urban,Man,Car,No,School Vacation,Non-Festival,Night,Medium,Chennai,Nagaland
ACC005697,08/14/2022 01:23:26 AM,North Sector,Slight,1,2,Roundabout,30,Darkness - lights unlit,Fine no high winds,Wet or damp,Urban,Man,Auto Rickshaw,No,School Vacation,Non-Festival,Afternoon,Low,Lucknow,Jharkhand
ACC005698,03/27/2020 01:18:09 AM,,Slight,1,1,Roundabout,30,Darkness - no lighting,Fine no high winds,Wet or damp,Urban,Woman,Auto Rickshaw,No,School Open,Non-Festival,Afternoon,Low,Shimla,West Bengal
ACC005699,11-07-2024 11:08,Central Region,Slight,1,1,Slip road,40,Darkness - lights unlit,Fine + high winds,Wet or damp,Urban,Man,Car,No,School Vacation,Non-Festival,Afternoon,Low,Jaipur,Punjab
ACC005700,07-05-2024 10:26,West Metro,Serious,2,1,Roundabout,50,Daylight,Fine no high winds,Wet or damp,Urban,Woman,Auto Rickshaw,No,School Open,Non-Festival,Evening,Medium,Kolkata,Goa
ACC005701,07-05-2023 08:12,West Metro,Slight,1,1,One way street,40,Darkness - no lighting,Fine no high winds,Dry,Rural,Man,Truck,No,School Open,Non-Festival,Morning,Low,Kolkata,Kerala
ACC005702,12/25/2023 06:11:54 AM,Central Region,Slight,2,1,Roundabout,40,Darkness - lights lit,Fine + high winds,Wet or damp,Urban,Woman,Motorcycle,No,School Open,Non-Festival,Night,Medium,Hyderabad,Arunachal Pradesh
ACC005703,02/22/2021 05:06:00 PM,Downtown Hub,Serious,2,3,One way street,30,Daylight,Fine no high winds,Dry,Urban,Man,Bicycle,No,School Open,Non-Festival,Afternoon,Low,Chennai,Gujarat
ACC005704,01/14/2022 04:08:38 AM,Downtown Hub,Slight,1,1,Roundabout,30,Darkness - no lighting,Fine no high winds,Dry,Rural,Man,Truck,No,School Open,Festival,Afternoon,Medium,Bengaluru,Meghalaya
ACC005705,06/19/2023 07:01:21 PM,South Division,Serious,3,1,Slip road,40,Darkness - no lighting,Fine no high winds,Dry,Urban,Man,Truck,No,School Open,Non-Festival,Night,Medium,Pune,Assam
ACC005706,08/19/2020 09:13:20 AM,Central Region,Slight,3,1,Roundabout,20,Daylight,Fine no high winds,Dry,Rural,Woman,Motorcycle,No,School Open,Non-Festival,Night,Medium,Pune,Madhya Pradesh
ACC005707,09-08-2022 23:57,East District,Slight,2,1,Single carriageway,20,Daylight,Fine no high winds,Dry,Urban,Man,Van,No,School Open,Non-Festival,Evening,Medium,Hyderabad,Assam
ACC005708,12/26/2024 04:06:25 AM,North Sector,Serious,2,1,One way street,50,Daylight,Fine + high winds,Dry,Rural,Man,SUV,No,School Open,Non-Festival,Morning,Low,Bengaluru,Uttarakhand
ACC005709,07-04-2022 07:53,,Slight,1,1,One way street,40,Darkness - lights unlit,Fine no high winds,Dry,Urban,Man,Bicycle,No,School Open,Non-Festival,Evening,Medium,Hyderabad,Nagaland
ACC005710,06/26/2024 02:11:26 AM,North Sector,Slight,2,1,Dual carriageway,20,Darkness - lights lit,Fine no high winds,Dry,Rural,Woman,Van,No,School Open,Non-Festival,Afternoon,Low,Pune,Karnataka
ACC005711,06/26/2020 01:22:21 PM,South Division,Serious,2,1,One way street,40,Darkness - lights unlit,Fine no high winds,Dry,Rural,Man,Van,No,School Open,Non-Festival,Afternoon,Low,Bengaluru,Haryana
ACC005712,11/23/2021 04:26:29 AM,North Sector,Slight,3,1,One way street,40,Darkness - no lighting,Fine no high winds,Dry,Urban,Woman,Truck,No,School Open,Non-Festival,Morning,Low,Lucknow,Goa
ACC005713,10/21/2020 02:46:20 PM,Downtown Hub,Slight,1,1,One way street,30,Darkness - no lighting,Fine no high winds,Dry,Urban,Man,Auto Rickshaw,No,School Open,Festival,Afternoon,Medium,Chennai,Andhra Pradesh
ACC005714,05/22/2022 06:00:20 PM,North Sector,Serious,2,1,Single carriageway,30,Daylight,Fine no high winds,Dry,Rural,Man,Van,No,School Open,Non-Festival,Evening,Medium,Kolkata,West Bengal
ACC005715,07/18/2022 10:38:12 PM,North Sector,Slight,2,2,Slip road,30,Darkness - lights lit,Snowing no high winds,Dry,Urban,Man,Motorcycle,No,School Open,Festival,Afternoon,Medium,Shimla,Andhra Pradesh
ACC005716,02-04-2020 20:55,Downtown Hub,Slight,1,1,Roundabout,40,Daylight,Fine + high winds,Dry,Rural,Woman,SUV,No,School Vacation,Non-Festival,Night,Medium,Mumbai,Tamil Nadu
ACC005717,11-08-2021 15:52,North Sector,Slight,2,1,Single carriageway,20,Darkness - lights lit,Fine no high winds,Dry,Urban,Man,Bicycle,No,School Open,Non-Festival,Morning,Low,Chennai,Haryana
ACC005718,10/29/2020 08:11:25 AM,South Division,Slight,2,1,Roundabout,40,Daylight,Fine no high winds,Dry,Urban,Woman,Bus,No,School Open,Non-Festival,Morning,Low,Lucknow,Chhattisgarh
ACC005719,10/19/2020 11:02:19 PM,South Division,Slight,1,1,Roundabout,20,Daylight,Fine no high winds,Dry,Rural,Man,Car,Yes,School Open,Festival,Evening,High,Pune,West Bengal
ACC005720,07/20/2020 01:38:14 AM,Downtown Hub,Slight,1,1,Dual carriageway,30,Darkness - lights lit,Raining + high winds,Frost or ice,Rural,Man,Auto Rickshaw,No,School Open,Non-Festival,Night,Medium,Lucknow,Meghalaya
ACC005721,02/19/2021 07:00:20 AM,South Division,Slight,2,1,Dual carriageway,40,Darkness - no lighting,Fine no high winds,Wet or damp,Urban,Man,Motorcycle,No,School Vacation,Non-Festival,Night,Medium,Hyderabad,Karnataka
ACC005722,01-06-2020 18:52,North Sector,Fatal,4,1,One way street,60,Darkness - no lighting,Snowing no high winds,Wet or damp,Urban,Man,Car,No,School Open,Non-Festival,Evening,Medium,Bengaluru,Chhattisgarh
ACC005723,08-03-2023 20:09,South Division,Slight,2,1,One way street,40,Daylight,Fine no high winds,Dry,Urban,Woman,SUV,No,School Open,Non-Festival,Morning,Low,Kolkata,Bihar
ACC005724,08-04-2024 05:21,Downtown Hub,Slight,2,1,Dual carriageway,40,Darkness - lights lit,Fine no high winds,Dry,Rural,Woman,SUV,Yes,School Open,Non-Festival,Night,Medium,Jaipur,Goa
ACC005725,07-08-2020 14:41,Central Region,Slight,2,1,One way street,40,Darkness - no lighting,Fine + high winds,Dry,Rural,Woman,Bus,No,School Open,Non-Festival,Night,Medium,Hyderabad,Maharashtra
ACC005726,02-06-2022 01:22,Downtown Hub,Slight,1,2,Slip road,20,Darkness - lights lit,Fine no high winds,Wet or damp,Urban,Woman,Van,No,School Open,Non-Festival,Morning,Low,Chennai,Sikkim
ACC005727,04-12-2024 22:04,Central Region,Slight,2,1,One way street,40,Darkness - lights lit,Fine no high winds,Dry,Urban,Man,Truck,No,School Vacation,Non-Festival,Evening,Medium,Hyderabad,Odisha
ACC005728,01-09-2024 20:04,South Division,Slight,2,2,One way street,30,Daylight,Fine no high winds,Dry,Rural,Man,Truck,No,School Vacation,Non-Festival,Evening,Medium,Chennai,Himachal Pradesh
ACC005729,01/20/2024 09:02:24 AM,South Division,Slight,1,1,Roundabout,40,Darkness - lights lit,Fine no high winds,Dry,Rural,Woman,Bicycle,No,School Open,Non-Festival,Afternoon,Low,Jaipur,Kerala
ACC005730,03/15/2023 06:59:53 AM,East District,Slight,1,1,Roundabout,30,Daylight,Fine no high winds,Wet or damp,Rural,Man,Motorcycle,No,School Vacation,Non-Festival,Night,Medium,Delhi,Karnataka
ACC005731,03/13/2022 05:55:00 AM,East District,Slight,2,1,Dual carriageway,30,Darkness - lights lit,Raining no high winds,Dry,Rural,Woman,Motorcycle,No,School Open,Festival,Morning,Medium,Kolkata,Maharashtra
ACC005732,08/14/2020 06:42:52 PM,Downtown Hub,Serious,1,1,One way street,40,Daylight,Fine no high winds,Dry,Urban,Woman,Van,No,School Vacation,Non-Festival,Evening,Medium,Shimla,Tamil Nadu
ACC005733,02/23/2023 01:32:55 PM,West Metro,Serious,3,2,Dual carriageway,30,Darkness - no lighting,Fine no high winds,Dry,Urban,Man,SUV,No,School Vacation,Non-Festival,Morning,Low,Shimla,Meghalaya
ACC005734,04/18/2023 08:04:37 PM,Central Region,Slight,1,1,One way street,40,Daylight,Raining no high winds,Dry,Urban,Woman,Bicycle,Yes,School Open,Non-Festival,Afternoon,Medium,Mumbai,Andhra Pradesh
ACC005735,11/21/2024 06:08:31 AM,,Slight,2,1,Roundabout,40,Darkness - no lighting,Fine no high winds,Dry,Rural,Man,Van,Yes,School Open,Festival,Evening,High,Lucknow,Madhya Pradesh
ACC005736,08/13/2024 03:54:31 PM,North Sector,Fatal,3,1,One way street,70,Darkness - lights lit,Fine no high winds,Dry,Urban,Man,Car,Yes,School Open,Non-Festival,Morning,Medium,Delhi,Tamil Nadu
ACC005737,08-03-2020 18:21,East District,Slight,2,1,Roundabout,40,Darkness - no lighting,Fine no high winds,Dry,Urban,Man,Truck,No,School Open,Non-Festival,Afternoon,Low,Shimla,Rajasthan
ACC005738,10-02-2022 14:12,Downtown Hub,Slight,1,1,Slip road,30,Daylight,Fine no high winds,Dry,Urban,Man,Truck,No,School Open,Non-Festival,Night,Medium,Hyderabad,Rajasthan
ACC005739,11-01-2020 01:22,South Division,Slight,2,1,One way street,20,Darkness - lights lit,Fine no high winds,Wet or damp,Rural,Man,SUV,Yes,School Vacation,Festival,Evening,High,Lucknow,Madhya Pradesh
ACC005740,06/20/2024 09:46:33 AM,Central Region,Slight,2,1,Single carriageway,30,Darkness - no lighting,Fine no high winds,Wet or damp,Rural,Man,Motorcycle,No,School Vacation,Non-Festival,Evening,Medium,Delhi,Arunachal Pradesh
ACC005741,08-04-2020 13:29,East District,Slight,1,1,One way street,40,Darkness - lights lit,Fine no high winds,Dry,Rural,Woman,SUV,Yes,School Vacation,Non-Festival,Morning,Medium,Bengaluru,Bihar
ACC005742,01/13/2023 03:35:08 AM,South Division,Serious,3,1,Slip road,60,Darkness - no lighting,Fine no high winds,Dry,Rural,Woman,Van,No,School Vacation,Non-Festival,Afternoon,Low,Bengaluru,West Bengal
ACC005743,10/19/2022 02:38:15 PM,Downtown Hub,Slight,1,2,Roundabout,40,Darkness - lights unlit,Fine no high winds,Wet or damp,Urban,Man,Motorcycle,No,School Vacation,Non-Festival,Evening,Medium,Lucknow,Goa
ACC005744,01-04-2023 07:23,North Sector,Slight,2,1,Roundabout,20,Darkness - lights lit,Fine no high winds,Dry,Urban,Man,Bicycle,No,School Open,Non-Festival,Night,Medium,Chennai,Uttar Pradesh
ACC005745,09/21/2024 02:39:12 AM,East District,Slight,1,1,Slip road,30,Daylight,Fine no high winds,Wet or damp,Urban,Woman,Van,No,School Open,Festival,Morning,Medium,Chennai,Uttarakhand
ACC005746,02/20/2022 03:07:36 PM,West Metro,Slight,1,1,Dual carriageway,40,Darkness - lights lit,Fine no high winds,Wet or damp,Rural,Man,Bus,No,School Open,Non-Festival,Evening,Medium,Hyderabad,Tamil Nadu
ACC005747,05-04-2021 21:02,East District,Slight,2,1,Slip road,40,Darkness - lights lit,Fine + high winds,Wet or damp,Urban,Man,Car,No,School Open,Non-Festival,Morning,Low,Delhi,Uttarakhand
ACC005748,10/19/2021 08:25:33 PM,East District,Slight,1,1,Roundabout,40,Darkness - lights lit,Fine no high winds,Dry,Urban,Man,Auto Rickshaw,No,School Open,Non-Festival,Morning,Low,Delhi,Chhattisgarh
ACC005749,11-05-2021 10:11,Downtown Hub,Slight,2,1,Roundabout,40,Darkness - no lighting,Raining no high winds,Dry,Rural,Man,Bus,No,School Open,Festival,Afternoon,Medium,Lucknow,Tripura
ACC005750,09-10-2022 16:07,Downtown Hub,Slight,1,1,Slip road,40,Darkness - lights lit,Fine no high winds,Dry,Rural,Man,Van,No,School Vacation,Non-Festival,Morning,Low,Pune,Assam
ACC005751,03-07-2024 11:07,North Sector,Slight,1,2,Slip road,20,Darkness - lights lit,Fine no high winds,Dry,Urban,Woman,Bus,No,School Vacation,Festival,Morning,Medium,Bengaluru,Andhra Pradesh
ACC005752,06/21/2022 08:29:32 PM,North Sector,Serious,2,3,Slip road,30,Darkness - lights unlit,Fine no high winds,Dry,Rural,Man,Motorcycle,No,School Open,Non-Festival,Evening,Medium,Delhi,Bihar
ACC005753,02-03-2022 20:41,Downtown Hub,Slight,1,2,One way street,40,Darkness - no lighting,Snowing no high winds,Dry,Urban,Man,Motorcycle,No,School Vacation,Festival,Afternoon,Medium,Lucknow,Tripura
ACC005754,07/28/2022 09:13:04 AM,South Division,Slight,3,1,Roundabout,20,Darkness - lights lit,Raining + high winds,Wet or damp,Rural,Man,Motorcycle,No,School Open,Non-Festival,Evening,Medium,Jaipur,Punjab
ACC005755,05/22/2021 04:59:44 PM,South Division,Serious,1,2,Single carriageway,60,Darkness - lights lit,Fine no high winds,Dry,Rural,Man,Bus,No,School Vacation,Festival,Evening,High,Mumbai,Arunachal Pradesh
ACC005756,11/19/2020 01:39:17 AM,East District,Slight,2,1,Slip road,20,Darkness - lights unlit,Fine no high winds,Dry,Rural,Man,SUV,No,School Open,Non-Festival,Evening,Medium,Jaipur,Uttar Pradesh
ACC005757,08-11-2023 11:26,West Metro,Slight,2,1,Single carriageway,20,Darkness - no lighting,Raining no high winds,Dry,Rural,Woman,Car,No,School Open,Non-Festival,Afternoon,Low,Kolkata,Chhattisgarh
ACC005758,12/27/2024 02:00:51 PM,East District,Fatal,3,2,Slip road,40,Darkness - lights unlit,Fine no high winds,Frost or ice,Urban,Woman,SUV,No,School Vacation,Non-Festival,Afternoon,Low,Hyderabad,Assam
ACC005759,05-04-2024 18:41,Downtown Hub,Slight,1,1,Single carriageway,20,Daylight,Fine no high winds,Dry,Rural,Man,Motorcycle,No,School Open,Non-Festival,Evening,Medium,Delhi,West Bengal
ACC005760,10/25/2020 03:49:47 PM,South Division,Slight,2,1,Roundabout,20,Darkness - lights lit,,Wet or damp,Urban,Woman,Van,No,School Open,Non-Festival,Morning,Low,Kolkata,Himachal Pradesh
ACC005761,01-03-2020 03:54,West Metro,Serious,3,1,Slip road,60,Daylight,Fine no high winds,Snow,Urban,Woman,Van,No,School Open,Non-Festival,Night,Medium,Shimla,Punjab
ACC005762,11/14/2020 08:37:15 PM,North Sector,Slight,1,2,Slip road,30,Darkness - lights unlit,Fine no high winds,Wet or damp,Urban,Woman,Truck,No,School Open,Festival,Afternoon,Medium,Kolkata,Goa
ACC005763,07/25/2020 02:20:45 AM,East District,Slight,2,1,Roundabout,30,Darkness - no lighting,Fine no high winds,Dry,Urban,Man,SUV,No,School Vacation,Non-Festival,Morning,Low,Lucknow,Nagaland
ACC005764,08-09-2023 02:55,East District,Serious,2,2,Dual carriageway,40,Darkness - lights unlit,Fine no high winds,Dry,Rural,Man,Car,No,School Open,Non-Festival,Evening,Medium,Delhi,Goa
ACC005765,10/24/2021 09:26:10 AM,North Sector,Slight,1,1,Roundabout,20,Darkness - lights unlit,Fine no high winds,Dry,Rural,Man,Van,No,School Vacation,Non-Festival,Night,Medium,Mumbai,Odisha
ACC005766,06/29/2023 10:44:10 PM,Central Region,Slight,1,1,One way street,30,Daylight,Fine no high winds,Dry,Rural,Man,Truck,Yes,School Open,Festival,Morning,High,Lucknow,West Bengal
ACC005767,05/19/2021 09:18:14 PM,West Metro,Serious,2,1,Roundabout,30,Darkness - lights unlit,Raining no high winds,Dry,Rural,Man,Car,No,School Open,Non-Festival,Morning,Low,Lucknow,Kerala
ACC005768,11-04-2023 01:46,West Metro,Slight,1,1,Slip road,20,Daylight,Fine no high winds,Dry,Urban,Man,Motorcycle,No,School Open,Non-Festival,Night,Medium,Hyderabad,Tripura
ACC005769,06/23/2022 06:49:22 PM,Central Region,Serious,1,1,Roundabout,40,Daylight,Fine no high winds,Wet or damp,Urban,Woman,SUV,No,School Vacation,Non-Festival,Morning,Low,Hyderabad,Karnataka
ACC005770,01-01-2020 05:10,Central Region,Slight,2,1,One way street,30,Daylight,Raining no high winds,Wet or damp,Rural,Woman,Auto Rickshaw,Yes,School Open,Non-Festival,Morning,Medium,Bengaluru,Arunachal Pradesh
ACC005771,06-12-2022 08:42,South Division,Slight,1,1,Single carriageway,30,Darkness - lights lit,Fine no high winds,Wet or damp,Urban,Woman,Bicycle,Yes,School Open,Non-Festival,Afternoon,Medium,Bengaluru,Manipur
ACC005772,10-12-2023 06:27,West Metro,Serious,2,2,Roundabout,40,Daylight,Fine no high winds,Dry,Rural,Man,Motorcycle,No,School Open,Non-Festival,Afternoon,Low,Chennai,Kerala
ACC005773,06-01-2022 22:48,West Metro,Slight,1,1,Single carriageway,40,Darkness - lights unlit,Fine no high winds,Dry,Rural,Man,Van,Yes,School Open,Festival,Evening,High,Pune,Kerala
ACC005774,01/28/2023 05:36:03 AM,West Metro,Slight,2,1,Dual carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Urban,Man,Bus,No,School Vacation,Non-Festival,Afternoon,Low,Delhi,Himachal Pradesh
ACC005775,07/25/2024 06:55:07 PM,North Sector,Slight,2,1,Slip road,30,Darkness - lights unlit,Fine + high winds,Dry,Urban,Man,Auto Rickshaw,No,School Open,Non-Festival,Night,Medium,Delhi,Rajasthan
ACC005776,08/17/2021 03:18:00 AM,Downtown Hub,Fatal,3,1,One way street,60,Darkness - lights lit,Fine no high winds,Dry,Urban,Man,Bus,No,School Open,Non-Festival,Evening,Medium,Kolkata,Telangana
ACC005777,08-05-2021 05:26,Downtown Hub,Slight,1,2,Single carriageway,20,Daylight,Raining no high winds,Dry,Rural,Man,Car,No,School Open,Festival,Night,High,Delhi,Arunachal Pradesh
ACC005778,09-10-2021 01:09,Downtown Hub,Slight,2,1,Roundabout,30,Darkness - no lighting,Fine no high winds,Dry,Rural,Man,Bus,No,School Open,Festival,Afternoon,Medium,Delhi,Sikkim
ACC005779,04-05-2022 11:39,East District,Fatal,3,2,Dual carriageway,50,Daylight,,Dry,Urban,Woman,Auto Rickshaw,No,School Open,Non-Festival,Morning,Low,Pune,Assam
ACC005780,09/17/2023 12:29:56 PM,East District,Serious,2,3,Roundabout,30,Darkness - lights unlit,Fine no high winds,Dry,Urban,Man,Auto Rickshaw,No,School Open,Non-Festival,Night,Medium,Shimla,Kerala
ACC005781,10-03-2021 06:50,Central Region,Serious,3,1,Single carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Urban,Woman,Motorcycle,No,School Open,Non-Festival,Morning,Low,Bengaluru,West Bengal
ACC005782,11/25/2022 10:56:08 AM,North Sector,Slight,1,1,Dual carriageway,40,Darkness - lights unlit,Fine no high winds,Dry,Urban,Man,Truck,No,School Open,Non-Festival,Evening,Medium,Bengaluru,Uttar Pradesh
